country_code,country_name,indicator,year,value
AGO,アンゴラ,AG.LND.PRCP.MM,2000,1010
AGO,アンゴラ,AG.LND.PRCP.MM,2001,1010
AGO,アンゴラ,AG.LND.PRCP.MM,2002,1010
AGO,アンゴラ,AG.LND.PRCP.MM,2003,1010
AGO,アンゴラ,AG.LND.PRCP.MM,2004,1010
AGO,アンゴラ,AG.LND.PRCP.MM,2005,1010
AGO,アンゴラ,AG.LND.PRCP.MM,2006,1010
AGO,アンゴラ,AG.LND.PRCP.MM,2007,1010
AGO,アンゴラ,AG.LND.PRCP.MM,2008,1010
AGO,アンゴラ,AG.LND.PRCP.MM,2009,1010
AGO,アンゴラ,AG.LND.PRCP.MM,2010,1010
AGO,アンゴラ,AG.LND.PRCP.MM,2011,1010
AGO,アンゴラ,AG.LND.PRCP.MM,2012,1010
AGO,アンゴラ,AG.LND.PRCP.MM,2013,1010
AGO,アンゴラ,AG.LND.PRCP.MM,2014,1010
AGO,アンゴラ,AG.LND.PRCP.MM,2015,1010
AGO,アンゴラ,AG.LND.PRCP.MM,2016,1010
AGO,アンゴラ,AG.LND.PRCP.MM,2017,1010
AGO,アンゴラ,AG.LND.PRCP.MM,2018,1010
AGO,アンゴラ,AG.LND.PRCP.MM,2019,1010
AGO,アンゴラ,AG.LND.PRCP.MM,2020,1010
AGO,アンゴラ,AG.LND.PRCP.MM,2021,1010
AGO,アンゴラ,AG.LND.PRCP.MM,2022,1010
AGO,アンゴラ,AG.LND.PRCP.MM,2023,
AGO,アンゴラ,AG.LND.PRCP.MM,2024,
BDI,ブルンジ,AG.LND.PRCP.MM,2000,1218
BDI,ブルンジ,AG.LND.PRCP.MM,2001,1274
BDI,ブルンジ,AG.LND.PRCP.MM,2002,1274
BDI,ブルンジ,AG.LND.PRCP.MM,2003,1274
BDI,ブルンジ,AG.LND.PRCP.MM,2004,1274
BDI,ブルンジ,AG.LND.PRCP.MM,2005,1274
BDI,ブルンジ,AG.LND.PRCP.MM,2006,1274
BDI,ブルンジ,AG.LND.PRCP.MM,2007,1274
BDI,ブルンジ,AG.LND.PRCP.MM,2008,1274
BDI,ブルンジ,AG.LND.PRCP.MM,2009,1274
BDI,ブルンジ,AG.LND.PRCP.MM,2010,1274
BDI,ブルンジ,AG.LND.PRCP.MM,2011,1274
BDI,ブルンジ,AG.LND.PRCP.MM,2012,1274
BDI,ブルンジ,AG.LND.PRCP.MM,2013,1274
BDI,ブルンジ,AG.LND.PRCP.MM,2014,1274
BDI,ブルンジ,AG.LND.PRCP.MM,2015,1274
BDI,ブルンジ,AG.LND.PRCP.MM,2016,1274
BDI,ブルンジ,AG.LND.PRCP.MM,2017,1274
BDI,ブルンジ,AG.LND.PRCP.MM,2018,1274
BDI,ブルンジ,AG.LND.PRCP.MM,2019,1274
BDI,ブルンジ,AG.LND.PRCP.MM,2020,1274
BDI,ブルンジ,AG.LND.PRCP.MM,2021,1274
BDI,ブルンジ,AG.LND.PRCP.MM,2022,1274
BDI,ブルンジ,AG.LND.PRCP.MM,2023,
BDI,ブルンジ,AG.LND.PRCP.MM,2024,
BEN,ベナン,AG.LND.PRCP.MM,2000,1039
BEN,ベナン,AG.LND.PRCP.MM,2001,1039
BEN,ベナン,AG.LND.PRCP.MM,2002,1039
BEN,ベナン,AG.LND.PRCP.MM,2003,1039
BEN,ベナン,AG.LND.PRCP.MM,2004,1039
BEN,ベナン,AG.LND.PRCP.MM,2005,1039
BEN,ベナン,AG.LND.PRCP.MM,2006,1039
BEN,ベナン,AG.LND.PRCP.MM,2007,1039
BEN,ベナン,AG.LND.PRCP.MM,2008,1039
BEN,ベナン,AG.LND.PRCP.MM,2009,1039
BEN,ベナン,AG.LND.PRCP.MM,2010,1039
BEN,ベナン,AG.LND.PRCP.MM,2011,1039
BEN,ベナン,AG.LND.PRCP.MM,2012,1039
BEN,ベナン,AG.LND.PRCP.MM,2013,1039
BEN,ベナン,AG.LND.PRCP.MM,2014,1039
BEN,ベナン,AG.LND.PRCP.MM,2015,1039
BEN,ベナン,AG.LND.PRCP.MM,2016,1039
BEN,ベナン,AG.LND.PRCP.MM,2017,1039
BEN,ベナン,AG.LND.PRCP.MM,2018,1039
BEN,ベナン,AG.LND.PRCP.MM,2019,1039
BEN,ベナン,AG.LND.PRCP.MM,2020,1039
BEN,ベナン,AG.LND.PRCP.MM,2021,1039
BEN,ベナン,AG.LND.PRCP.MM,2022,1039
BEN,ベナン,AG.LND.PRCP.MM,2023,
BEN,ベナン,AG.LND.PRCP.MM,2024,
BFA,ブルキナファソ,AG.LND.PRCP.MM,2000,748
BFA,ブルキナファソ,AG.LND.PRCP.MM,2001,748
BFA,ブルキナファソ,AG.LND.PRCP.MM,2002,748
BFA,ブルキナファソ,AG.LND.PRCP.MM,2003,748
BFA,ブルキナファソ,AG.LND.PRCP.MM,2004,748
BFA,ブルキナファソ,AG.LND.PRCP.MM,2005,748
BFA,ブルキナファソ,AG.LND.PRCP.MM,2006,748
BFA,ブルキナファソ,AG.LND.PRCP.MM,2007,748
BFA,ブルキナファソ,AG.LND.PRCP.MM,2008,748
BFA,ブルキナファソ,AG.LND.PRCP.MM,2009,748
BFA,ブルキナファソ,AG.LND.PRCP.MM,2010,748
BFA,ブルキナファソ,AG.LND.PRCP.MM,2011,748
BFA,ブルキナファソ,AG.LND.PRCP.MM,2012,748
BFA,ブルキナファソ,AG.LND.PRCP.MM,2013,748
BFA,ブルキナファソ,AG.LND.PRCP.MM,2014,748
BFA,ブルキナファソ,AG.LND.PRCP.MM,2015,748
BFA,ブルキナファソ,AG.LND.PRCP.MM,2016,748
BFA,ブルキナファソ,AG.LND.PRCP.MM,2017,748
BFA,ブルキナファソ,AG.LND.PRCP.MM,2018,748
BFA,ブルキナファソ,AG.LND.PRCP.MM,2019,748
BFA,ブルキナファソ,AG.LND.PRCP.MM,2020,748
BFA,ブルキナファソ,AG.LND.PRCP.MM,2021,748
BFA,ブルキナファソ,AG.LND.PRCP.MM,2022,748
BFA,ブルキナファソ,AG.LND.PRCP.MM,2023,
BFA,ブルキナファソ,AG.LND.PRCP.MM,2024,
BWA,ボツワナ,AG.LND.PRCP.MM,2000,416
BWA,ボツワナ,AG.LND.PRCP.MM,2001,416
BWA,ボツワナ,AG.LND.PRCP.MM,2002,416
BWA,ボツワナ,AG.LND.PRCP.MM,2003,416
BWA,ボツワナ,AG.LND.PRCP.MM,2004,416
BWA,ボツワナ,AG.LND.PRCP.MM,2005,416
BWA,ボツワナ,AG.LND.PRCP.MM,2006,416
BWA,ボツワナ,AG.LND.PRCP.MM,2007,416
BWA,ボツワナ,AG.LND.PRCP.MM,2008,416
BWA,ボツワナ,AG.LND.PRCP.MM,2009,416
BWA,ボツワナ,AG.LND.PRCP.MM,2010,416
BWA,ボツワナ,AG.LND.PRCP.MM,2011,416
BWA,ボツワナ,AG.LND.PRCP.MM,2012,416
BWA,ボツワナ,AG.LND.PRCP.MM,2013,416
BWA,ボツワナ,AG.LND.PRCP.MM,2014,416
BWA,ボツワナ,AG.LND.PRCP.MM,2015,416
BWA,ボツワナ,AG.LND.PRCP.MM,2016,416
BWA,ボツワナ,AG.LND.PRCP.MM,2017,416
BWA,ボツワナ,AG.LND.PRCP.MM,2018,416
BWA,ボツワナ,AG.LND.PRCP.MM,2019,416
BWA,ボツワナ,AG.LND.PRCP.MM,2020,416
BWA,ボツワナ,AG.LND.PRCP.MM,2021,416
BWA,ボツワナ,AG.LND.PRCP.MM,2022,416
BWA,ボツワナ,AG.LND.PRCP.MM,2023,
BWA,ボツワナ,AG.LND.PRCP.MM,2024,
CAF,中央アフリカ共和国,AG.LND.PRCP.MM,2000,1343
CAF,中央アフリカ共和国,AG.LND.PRCP.MM,2001,1343
CAF,中央アフリカ共和国,AG.LND.PRCP.MM,2002,1343
CAF,中央アフリカ共和国,AG.LND.PRCP.MM,2003,1343
CAF,中央アフリカ共和国,AG.LND.PRCP.MM,2004,1343
CAF,中央アフリカ共和国,AG.LND.PRCP.MM,2005,1343
CAF,中央アフリカ共和国,AG.LND.PRCP.MM,2006,1343
CAF,中央アフリカ共和国,AG.LND.PRCP.MM,2007,1343
CAF,中央アフリカ共和国,AG.LND.PRCP.MM,2008,1343
CAF,中央アフリカ共和国,AG.LND.PRCP.MM,2009,1343
CAF,中央アフリカ共和国,AG.LND.PRCP.MM,2010,1343
CAF,中央アフリカ共和国,AG.LND.PRCP.MM,2011,1343
CAF,中央アフリカ共和国,AG.LND.PRCP.MM,2012,1343
CAF,中央アフリカ共和国,AG.LND.PRCP.MM,2013,1343
CAF,中央アフリカ共和国,AG.LND.PRCP.MM,2014,1343
CAF,中央アフリカ共和国,AG.LND.PRCP.MM,2015,1343
CAF,中央アフリカ共和国,AG.LND.PRCP.MM,2016,1343
CAF,中央アフリカ共和国,AG.LND.PRCP.MM,2017,1343
CAF,中央アフリカ共和国,AG.LND.PRCP.MM,2018,1343
CAF,中央アフリカ共和国,AG.LND.PRCP.MM,2019,1343
CAF,中央アフリカ共和国,AG.LND.PRCP.MM,2020,1343
CAF,中央アフリカ共和国,AG.LND.PRCP.MM,2021,1343
CAF,中央アフリカ共和国,AG.LND.PRCP.MM,2022,1343
CAF,中央アフリカ共和国,AG.LND.PRCP.MM,2023,
CAF,中央アフリカ共和国,AG.LND.PRCP.MM,2024,
CIV,コートジボワール,AG.LND.PRCP.MM,2000,1348
CIV,コートジボワール,AG.LND.PRCP.MM,2001,1348
CIV,コートジボワール,AG.LND.PRCP.MM,2002,1348
CIV,コートジボワール,AG.LND.PRCP.MM,2003,1348
CIV,コートジボワール,AG.LND.PRCP.MM,2004,1348
CIV,コートジボワール,AG.LND.PRCP.MM,2005,1348
CIV,コートジボワール,AG.LND.PRCP.MM,2006,1348
CIV,コートジボワール,AG.LND.PRCP.MM,2007,1348
CIV,コートジボワール,AG.LND.PRCP.MM,2008,1348
CIV,コートジボワール,AG.LND.PRCP.MM,2009,1348
CIV,コートジボワール,AG.LND.PRCP.MM,2010,1348
CIV,コートジボワール,AG.LND.PRCP.MM,2011,1348
CIV,コートジボワール,AG.LND.PRCP.MM,2012,1348
CIV,コートジボワール,AG.LND.PRCP.MM,2013,1348
CIV,コートジボワール,AG.LND.PRCP.MM,2014,1348
CIV,コートジボワール,AG.LND.PRCP.MM,2015,1348
CIV,コートジボワール,AG.LND.PRCP.MM,2016,1348
CIV,コートジボワール,AG.LND.PRCP.MM,2017,1348
CIV,コートジボワール,AG.LND.PRCP.MM,2018,1348
CIV,コートジボワール,AG.LND.PRCP.MM,2019,1348
CIV,コートジボワール,AG.LND.PRCP.MM,2020,1348
CIV,コートジボワール,AG.LND.PRCP.MM,2021,1348
CIV,コートジボワール,AG.LND.PRCP.MM,2022,1348
CIV,コートジボワール,AG.LND.PRCP.MM,2023,
CIV,コートジボワール,AG.LND.PRCP.MM,2024,
CMR,カメルーン,AG.LND.PRCP.MM,2000,1604
CMR,カメルーン,AG.LND.PRCP.MM,2001,1604
CMR,カメルーン,AG.LND.PRCP.MM,2002,1604
CMR,カメルーン,AG.LND.PRCP.MM,2003,1604
CMR,カメルーン,AG.LND.PRCP.MM,2004,1604
CMR,カメルーン,AG.LND.PRCP.MM,2005,1604
CMR,カメルーン,AG.LND.PRCP.MM,2006,1604
CMR,カメルーン,AG.LND.PRCP.MM,2007,1604
CMR,カメルーン,AG.LND.PRCP.MM,2008,1604
CMR,カメルーン,AG.LND.PRCP.MM,2009,1604
CMR,カメルーン,AG.LND.PRCP.MM,2010,1604
CMR,カメルーン,AG.LND.PRCP.MM,2011,1604
CMR,カメルーン,AG.LND.PRCP.MM,2012,1604
CMR,カメルーン,AG.LND.PRCP.MM,2013,1604
CMR,カメルーン,AG.LND.PRCP.MM,2014,1604
CMR,カメルーン,AG.LND.PRCP.MM,2015,1604
CMR,カメルーン,AG.LND.PRCP.MM,2016,1604
CMR,カメルーン,AG.LND.PRCP.MM,2017,1604
CMR,カメルーン,AG.LND.PRCP.MM,2018,1604
CMR,カメルーン,AG.LND.PRCP.MM,2019,1604
CMR,カメルーン,AG.LND.PRCP.MM,2020,1604
CMR,カメルーン,AG.LND.PRCP.MM,2021,1604
CMR,カメルーン,AG.LND.PRCP.MM,2022,1604
CMR,カメルーン,AG.LND.PRCP.MM,2023,
CMR,カメルーン,AG.LND.PRCP.MM,2024,
COD,コンゴ民主共和国,AG.LND.PRCP.MM,2000,1543
COD,コンゴ民主共和国,AG.LND.PRCP.MM,2001,1543
COD,コンゴ民主共和国,AG.LND.PRCP.MM,2002,1543
COD,コンゴ民主共和国,AG.LND.PRCP.MM,2003,1543
COD,コンゴ民主共和国,AG.LND.PRCP.MM,2004,1543
COD,コンゴ民主共和国,AG.LND.PRCP.MM,2005,1543
COD,コンゴ民主共和国,AG.LND.PRCP.MM,2006,1543
COD,コンゴ民主共和国,AG.LND.PRCP.MM,2007,1543
COD,コンゴ民主共和国,AG.LND.PRCP.MM,2008,1543
COD,コンゴ民主共和国,AG.LND.PRCP.MM,2009,1543
COD,コンゴ民主共和国,AG.LND.PRCP.MM,2010,1543
COD,コンゴ民主共和国,AG.LND.PRCP.MM,2011,1543
COD,コンゴ民主共和国,AG.LND.PRCP.MM,2012,1543
COD,コンゴ民主共和国,AG.LND.PRCP.MM,2013,1543
COD,コンゴ民主共和国,AG.LND.PRCP.MM,2014,1543
COD,コンゴ民主共和国,AG.LND.PRCP.MM,2015,1543
COD,コンゴ民主共和国,AG.LND.PRCP.MM,2016,1543
COD,コンゴ民主共和国,AG.LND.PRCP.MM,2017,1543
COD,コンゴ民主共和国,AG.LND.PRCP.MM,2018,1543
COD,コンゴ民主共和国,AG.LND.PRCP.MM,2019,1543
COD,コンゴ民主共和国,AG.LND.PRCP.MM,2020,1543
COD,コンゴ民主共和国,AG.LND.PRCP.MM,2021,1543
COD,コンゴ民主共和国,AG.LND.PRCP.MM,2022,1543
COD,コンゴ民主共和国,AG.LND.PRCP.MM,2023,
COD,コンゴ民主共和国,AG.LND.PRCP.MM,2024,
COG,コンゴ共和国,AG.LND.PRCP.MM,2000,1646
COG,コンゴ共和国,AG.LND.PRCP.MM,2001,1646
COG,コンゴ共和国,AG.LND.PRCP.MM,2002,1646
COG,コンゴ共和国,AG.LND.PRCP.MM,2003,1646
COG,コンゴ共和国,AG.LND.PRCP.MM,2004,1646
COG,コンゴ共和国,AG.LND.PRCP.MM,2005,1646
COG,コンゴ共和国,AG.LND.PRCP.MM,2006,1646
COG,コンゴ共和国,AG.LND.PRCP.MM,2007,1646
COG,コンゴ共和国,AG.LND.PRCP.MM,2008,1646
COG,コンゴ共和国,AG.LND.PRCP.MM,2009,1646
COG,コンゴ共和国,AG.LND.PRCP.MM,2010,1646
COG,コンゴ共和国,AG.LND.PRCP.MM,2011,1646
COG,コンゴ共和国,AG.LND.PRCP.MM,2012,1646
COG,コンゴ共和国,AG.LND.PRCP.MM,2013,1646
COG,コンゴ共和国,AG.LND.PRCP.MM,2014,1646
COG,コンゴ共和国,AG.LND.PRCP.MM,2015,1646
COG,コンゴ共和国,AG.LND.PRCP.MM,2016,1646
COG,コンゴ共和国,AG.LND.PRCP.MM,2017,1646
COG,コンゴ共和国,AG.LND.PRCP.MM,2018,1646
COG,コンゴ共和国,AG.LND.PRCP.MM,2019,1646
COG,コンゴ共和国,AG.LND.PRCP.MM,2020,1646
COG,コンゴ共和国,AG.LND.PRCP.MM,2021,1646
COG,コンゴ共和国,AG.LND.PRCP.MM,2022,1646
COG,コンゴ共和国,AG.LND.PRCP.MM,2023,
COG,コンゴ共和国,AG.LND.PRCP.MM,2024,
COM,コモロ,AG.LND.PRCP.MM,2000,900
COM,コモロ,AG.LND.PRCP.MM,2001,900
COM,コモロ,AG.LND.PRCP.MM,2002,900
COM,コモロ,AG.LND.PRCP.MM,2003,900
COM,コモロ,AG.LND.PRCP.MM,2004,900
COM,コモロ,AG.LND.PRCP.MM,2005,900
COM,コモロ,AG.LND.PRCP.MM,2006,900
COM,コモロ,AG.LND.PRCP.MM,2007,900
COM,コモロ,AG.LND.PRCP.MM,2008,900
COM,コモロ,AG.LND.PRCP.MM,2009,900
COM,コモロ,AG.LND.PRCP.MM,2010,900
COM,コモロ,AG.LND.PRCP.MM,2011,900
COM,コモロ,AG.LND.PRCP.MM,2012,900
COM,コモロ,AG.LND.PRCP.MM,2013,900
COM,コモロ,AG.LND.PRCP.MM,2014,900
COM,コモロ,AG.LND.PRCP.MM,2015,900
COM,コモロ,AG.LND.PRCP.MM,2016,900
COM,コモロ,AG.LND.PRCP.MM,2017,900
COM,コモロ,AG.LND.PRCP.MM,2018,900
COM,コモロ,AG.LND.PRCP.MM,2019,900
COM,コモロ,AG.LND.PRCP.MM,2020,900
COM,コモロ,AG.LND.PRCP.MM,2021,900
COM,コモロ,AG.LND.PRCP.MM,2022,900
COM,コモロ,AG.LND.PRCP.MM,2023,
COM,コモロ,AG.LND.PRCP.MM,2024,
CPV,カーボベルデ,AG.LND.PRCP.MM,2000,228
CPV,カーボベルデ,AG.LND.PRCP.MM,2001,228
CPV,カーボベルデ,AG.LND.PRCP.MM,2002,228
CPV,カーボベルデ,AG.LND.PRCP.MM,2003,228
CPV,カーボベルデ,AG.LND.PRCP.MM,2004,228
CPV,カーボベルデ,AG.LND.PRCP.MM,2005,228
CPV,カーボベルデ,AG.LND.PRCP.MM,2006,228
CPV,カーボベルデ,AG.LND.PRCP.MM,2007,228
CPV,カーボベルデ,AG.LND.PRCP.MM,2008,228
CPV,カーボベルデ,AG.LND.PRCP.MM,2009,228
CPV,カーボベルデ,AG.LND.PRCP.MM,2010,228
CPV,カーボベルデ,AG.LND.PRCP.MM,2011,228
CPV,カーボベルデ,AG.LND.PRCP.MM,2012,228
CPV,カーボベルデ,AG.LND.PRCP.MM,2013,228
CPV,カーボベルデ,AG.LND.PRCP.MM,2014,228
CPV,カーボベルデ,AG.LND.PRCP.MM,2015,228
CPV,カーボベルデ,AG.LND.PRCP.MM,2016,228
CPV,カーボベルデ,AG.LND.PRCP.MM,2017,228
CPV,カーボベルデ,AG.LND.PRCP.MM,2018,228
CPV,カーボベルデ,AG.LND.PRCP.MM,2019,228
CPV,カーボベルデ,AG.LND.PRCP.MM,2020,228
CPV,カーボベルデ,AG.LND.PRCP.MM,2021,228
CPV,カーボベルデ,AG.LND.PRCP.MM,2022,228
CPV,カーボベルデ,AG.LND.PRCP.MM,2023,
CPV,カーボベルデ,AG.LND.PRCP.MM,2024,
DJI,ジブチ,AG.LND.PRCP.MM,2000,220
DJI,ジブチ,AG.LND.PRCP.MM,2001,220
DJI,ジブチ,AG.LND.PRCP.MM,2002,220
DJI,ジブチ,AG.LND.PRCP.MM,2003,220
DJI,ジブチ,AG.LND.PRCP.MM,2004,220
DJI,ジブチ,AG.LND.PRCP.MM,2005,220
DJI,ジブチ,AG.LND.PRCP.MM,2006,220
DJI,ジブチ,AG.LND.PRCP.MM,2007,220
DJI,ジブチ,AG.LND.PRCP.MM,2008,220
DJI,ジブチ,AG.LND.PRCP.MM,2009,220
DJI,ジブチ,AG.LND.PRCP.MM,2010,220
DJI,ジブチ,AG.LND.PRCP.MM,2011,220
DJI,ジブチ,AG.LND.PRCP.MM,2012,220
DJI,ジブチ,AG.LND.PRCP.MM,2013,220
DJI,ジブチ,AG.LND.PRCP.MM,2014,220
DJI,ジブチ,AG.LND.PRCP.MM,2015,220
DJI,ジブチ,AG.LND.PRCP.MM,2016,220
DJI,ジブチ,AG.LND.PRCP.MM,2017,220
DJI,ジブチ,AG.LND.PRCP.MM,2018,220
DJI,ジブチ,AG.LND.PRCP.MM,2019,220
DJI,ジブチ,AG.LND.PRCP.MM,2020,220
DJI,ジブチ,AG.LND.PRCP.MM,2021,220
DJI,ジブチ,AG.LND.PRCP.MM,2022,220
DJI,ジブチ,AG.LND.PRCP.MM,2023,
DJI,ジブチ,AG.LND.PRCP.MM,2024,
DZA,アルジェリア,AG.LND.PRCP.MM,2000,89
DZA,アルジェリア,AG.LND.PRCP.MM,2001,89
DZA,アルジェリア,AG.LND.PRCP.MM,2002,89
DZA,アルジェリア,AG.LND.PRCP.MM,2003,89
DZA,アルジェリア,AG.LND.PRCP.MM,2004,89
DZA,アルジェリア,AG.LND.PRCP.MM,2005,89
DZA,アルジェリア,AG.LND.PRCP.MM,2006,89
DZA,アルジェリア,AG.LND.PRCP.MM,2007,89
DZA,アルジェリア,AG.LND.PRCP.MM,2008,89
DZA,アルジェリア,AG.LND.PRCP.MM,2009,89
DZA,アルジェリア,AG.LND.PRCP.MM,2010,89
DZA,アルジェリア,AG.LND.PRCP.MM,2011,89
DZA,アルジェリア,AG.LND.PRCP.MM,2012,89
DZA,アルジェリア,AG.LND.PRCP.MM,2013,89
DZA,アルジェリア,AG.LND.PRCP.MM,2014,89
DZA,アルジェリア,AG.LND.PRCP.MM,2015,89
DZA,アルジェリア,AG.LND.PRCP.MM,2016,89
DZA,アルジェリア,AG.LND.PRCP.MM,2017,89
DZA,アルジェリア,AG.LND.PRCP.MM,2018,89
DZA,アルジェリア,AG.LND.PRCP.MM,2019,89
DZA,アルジェリア,AG.LND.PRCP.MM,2020,89
DZA,アルジェリア,AG.LND.PRCP.MM,2021,89
DZA,アルジェリア,AG.LND.PRCP.MM,2022,89
DZA,アルジェリア,AG.LND.PRCP.MM,2023,
DZA,アルジェリア,AG.LND.PRCP.MM,2024,
EGY,エジプト,AG.LND.PRCP.MM,2000,18.1
EGY,エジプト,AG.LND.PRCP.MM,2001,18.1
EGY,エジプト,AG.LND.PRCP.MM,2002,18.1
EGY,エジプト,AG.LND.PRCP.MM,2003,18.1
EGY,エジプト,AG.LND.PRCP.MM,2004,18.1
EGY,エジプト,AG.LND.PRCP.MM,2005,18.1
EGY,エジプト,AG.LND.PRCP.MM,2006,18.1
EGY,エジプト,AG.LND.PRCP.MM,2007,18.1
EGY,エジプト,AG.LND.PRCP.MM,2008,18.1
EGY,エジプト,AG.LND.PRCP.MM,2009,18.1
EGY,エジプト,AG.LND.PRCP.MM,2010,18.1
EGY,エジプト,AG.LND.PRCP.MM,2011,18.1
EGY,エジプト,AG.LND.PRCP.MM,2012,18.1
EGY,エジプト,AG.LND.PRCP.MM,2013,18.1
EGY,エジプト,AG.LND.PRCP.MM,2014,18.1
EGY,エジプト,AG.LND.PRCP.MM,2015,18.1
EGY,エジプト,AG.LND.PRCP.MM,2016,18.1
EGY,エジプト,AG.LND.PRCP.MM,2017,18.1
EGY,エジプト,AG.LND.PRCP.MM,2018,18.1
EGY,エジプト,AG.LND.PRCP.MM,2019,18.1
EGY,エジプト,AG.LND.PRCP.MM,2020,18.1
EGY,エジプト,AG.LND.PRCP.MM,2021,18.1
EGY,エジプト,AG.LND.PRCP.MM,2022,18.1
EGY,エジプト,AG.LND.PRCP.MM,2023,
EGY,エジプト,AG.LND.PRCP.MM,2024,
ERI,エリトリア,AG.LND.PRCP.MM,2000,384
ERI,エリトリア,AG.LND.PRCP.MM,2001,384
ERI,エリトリア,AG.LND.PRCP.MM,2002,384
ERI,エリトリア,AG.LND.PRCP.MM,2003,384
ERI,エリトリア,AG.LND.PRCP.MM,2004,384
ERI,エリトリア,AG.LND.PRCP.MM,2005,384
ERI,エリトリア,AG.LND.PRCP.MM,2006,384
ERI,エリトリア,AG.LND.PRCP.MM,2007,384
ERI,エリトリア,AG.LND.PRCP.MM,2008,384
ERI,エリトリア,AG.LND.PRCP.MM,2009,384
ERI,エリトリア,AG.LND.PRCP.MM,2010,384
ERI,エリトリア,AG.LND.PRCP.MM,2011,384
ERI,エリトリア,AG.LND.PRCP.MM,2012,384
ERI,エリトリア,AG.LND.PRCP.MM,2013,384
ERI,エリトリア,AG.LND.PRCP.MM,2014,384
ERI,エリトリア,AG.LND.PRCP.MM,2015,384
ERI,エリトリア,AG.LND.PRCP.MM,2016,384
ERI,エリトリア,AG.LND.PRCP.MM,2017,384
ERI,エリトリア,AG.LND.PRCP.MM,2018,384
ERI,エリトリア,AG.LND.PRCP.MM,2019,384
ERI,エリトリア,AG.LND.PRCP.MM,2020,384
ERI,エリトリア,AG.LND.PRCP.MM,2021,384
ERI,エリトリア,AG.LND.PRCP.MM,2022,384
ERI,エリトリア,AG.LND.PRCP.MM,2023,
ERI,エリトリア,AG.LND.PRCP.MM,2024,
ESH,西サハラ,AG.LND.PRCP.MM,2000,
ESH,西サハラ,AG.LND.PRCP.MM,2001,
ESH,西サハラ,AG.LND.PRCP.MM,2002,
ESH,西サハラ,AG.LND.PRCP.MM,2003,
ESH,西サハラ,AG.LND.PRCP.MM,2004,
ESH,西サハラ,AG.LND.PRCP.MM,2005,
ESH,西サハラ,AG.LND.PRCP.MM,2006,
ESH,西サハラ,AG.LND.PRCP.MM,2007,
ESH,西サハラ,AG.LND.PRCP.MM,2008,
ESH,西サハラ,AG.LND.PRCP.MM,2009,
ESH,西サハラ,AG.LND.PRCP.MM,2010,
ESH,西サハラ,AG.LND.PRCP.MM,2011,
ESH,西サハラ,AG.LND.PRCP.MM,2012,
ESH,西サハラ,AG.LND.PRCP.MM,2013,
ESH,西サハラ,AG.LND.PRCP.MM,2014,
ESH,西サハラ,AG.LND.PRCP.MM,2015,
ESH,西サハラ,AG.LND.PRCP.MM,2016,
ESH,西サハラ,AG.LND.PRCP.MM,2017,
ESH,西サハラ,AG.LND.PRCP.MM,2018,
ESH,西サハラ,AG.LND.PRCP.MM,2019,
ESH,西サハラ,AG.LND.PRCP.MM,2020,
ESH,西サハラ,AG.LND.PRCP.MM,2021,
ESH,西サハラ,AG.LND.PRCP.MM,2022,
ESH,西サハラ,AG.LND.PRCP.MM,2023,
ESH,西サハラ,AG.LND.PRCP.MM,2024,
ETH,エチオピア,AG.LND.PRCP.MM,2000,848
ETH,エチオピア,AG.LND.PRCP.MM,2001,848
ETH,エチオピア,AG.LND.PRCP.MM,2002,848
ETH,エチオピア,AG.LND.PRCP.MM,2003,848
ETH,エチオピア,AG.LND.PRCP.MM,2004,848
ETH,エチオピア,AG.LND.PRCP.MM,2005,848
ETH,エチオピア,AG.LND.PRCP.MM,2006,848
ETH,エチオピア,AG.LND.PRCP.MM,2007,848
ETH,エチオピア,AG.LND.PRCP.MM,2008,848
ETH,エチオピア,AG.LND.PRCP.MM,2009,848
ETH,エチオピア,AG.LND.PRCP.MM,2010,848
ETH,エチオピア,AG.LND.PRCP.MM,2011,848
ETH,エチオピア,AG.LND.PRCP.MM,2012,848
ETH,エチオピア,AG.LND.PRCP.MM,2013,848
ETH,エチオピア,AG.LND.PRCP.MM,2014,848
ETH,エチオピア,AG.LND.PRCP.MM,2015,848
ETH,エチオピア,AG.LND.PRCP.MM,2016,848
ETH,エチオピア,AG.LND.PRCP.MM,2017,848
ETH,エチオピア,AG.LND.PRCP.MM,2018,848
ETH,エチオピア,AG.LND.PRCP.MM,2019,848
ETH,エチオピア,AG.LND.PRCP.MM,2020,848
ETH,エチオピア,AG.LND.PRCP.MM,2021,848
ETH,エチオピア,AG.LND.PRCP.MM,2022,848
ETH,エチオピア,AG.LND.PRCP.MM,2023,
ETH,エチオピア,AG.LND.PRCP.MM,2024,
GAB,ガボン,AG.LND.PRCP.MM,2000,1831
GAB,ガボン,AG.LND.PRCP.MM,2001,1831
GAB,ガボン,AG.LND.PRCP.MM,2002,1831
GAB,ガボン,AG.LND.PRCP.MM,2003,1831
GAB,ガボン,AG.LND.PRCP.MM,2004,1831
GAB,ガボン,AG.LND.PRCP.MM,2005,1831
GAB,ガボン,AG.LND.PRCP.MM,2006,1831
GAB,ガボン,AG.LND.PRCP.MM,2007,1831
GAB,ガボン,AG.LND.PRCP.MM,2008,1831
GAB,ガボン,AG.LND.PRCP.MM,2009,1831
GAB,ガボン,AG.LND.PRCP.MM,2010,1831
